City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
172,ararat,39.8317,44.7049,275.34,60,48,1.2,AM,1670343400
173,pierre,44.3683,-100.351,272.62,69,0,5.14,US,1670343400
174,jiaocheng,24.6774,116.1389,283.67,84,100,1.44,CN,1670343401
175,kem,64.9555,34.5793,268.8,89,86,6.15,RU,1670343401
176,lamu,-2.2717,40.902,300.27,75,100,4.75,KE,1670343401
177,bluff,-46.6,168.3333,279.77,80,2,6.85,NZ,1670343402
178,borovoy,55.4333,86.0833,253.75,84,0,4.0,RU,1670343402
179,nanortalik,60.1432,-45.2371,275.33,97,100,2.81,GL,1670343403
180,mitsamiouli,-11.3847,43.2844,300.26,77,11,3.99,KM,1670343403
181,bilokurakyne,49.5341,38.7307,268.18,43,22,5.39,UA,1670343404
182,flinders,-34.5833,150.8552,288.92,83,66,2.42,AU,1670343404
183,roald,62.5833,6.1333,276.9,86,40,9.77,NO,1670343404
184,jashpurnagar,22.9,84.15,285.52,40,12,2.19,IN,1670343405
185,butaritari,3.0707,172.7902,299.9,82,69,6.66,KI,1670343405
186,kahului,20.8947,-156.47,299.17,80,0,3.13,US,1670343406
187,dikson,73.5069,80.5464,258.3,95,95,4.12,RU,1670343406
188,ambon,-3.6954,128.1814,297.72,16,40,2.06,ID,1670343407
189,tessalit,20.1986,1.0114,305.31,10,94,5.93,ML,1670343407
190,wagar,16.1525,36.2032,303.22,27,0,3.49,SD,1670343407
191,enid,36.3956,-97.8784,275.24,93,100,6.69,US,1670343408
192,floro,61.5996,5.0328,274.8,80,40,3.09,NO,1670343408
193,yaan,7.3833,8.5667,308.96,13,79,2.35,NG,1670343409
194,davila,18.4726,120.5763,299.13,83,74,8.86,PH,1670343409
195,sur,22.5667,59.5289,296.76,53,0,1.17,OM,1670343409
196,derzhavinsk,51.1,66.3167,253.84,89,52,3.64,KZ,1670343410
197,osa,57.2829,55.4567,252.76,100,84,1.85,RU,1670343136
198,hithadhoo,-0.6,73.0833,300.73,77,11,4.96,MV,1670343410
199,grand gaube,-20.0064,57.6608,298.37,76,85,2.24,MU,1670343411
200,bilibino,68.0546,166.4372,256.81,91,100,2.17,RU,1670343411
201,fortuna,40.5982,-124.1573,277.0,97,20,5.66,US,1670343271
202,te anau,-45.4167,167.7167,276.4,94,17,0.76,NZ,1670343412
203,boden,65.8252,21.6886,271.15,93,99,1.38,SE,1670343412
204,czestochowa,50.7965,19.1241,276.13,97,100,2.99,PL,1670343413
205,severo-kurilsk,50.6789,156.125,272.54,87,89,6.06,RU,1670343413
206,sao miguel do araguaia,-13.275,-50.1628,302.28,62,100,3.84,BR,1670343413
207,ahipara,-35.1667,173.1667,288.7,94,100,5.11,NZ,1670343414
208,puro,12.4841,123.3827,298.85,84,11,3.51,PH,1670343414
209,port elizabeth,-33.918,25.5701,295.43,67,0,5.14,ZA,1670343415
210,leopold,-38.1833,144.4667,284.92,86,27,2.06,AU,1670343415
211,cam ranh,11.9214,109.1591,298.13,88,75,4.63,VN,1670343416
212,warwick,41.7001,-71.4162,286.43,78,100,6.17,US,1670343150
213,mae sai,20.4335,99.8762,293.82,92,70,0.53,TH,1670343416
214,umm kaddadah,13.6017,26.6876,295.77,21,0,5.53,SD,1670343416
215,quatre cocos,-20.2078,57.7625,298.21,80,77,7.94,MU,1670343417
216,ossora,59.2353,163.0719,265.35,72,69,8.04,RU,1670343417
217,katrineholm,58.9959,16.2072,269.09,71,100,1.56,SE,1670343418
218,poum,-20.2333,164.0167,299.53,82,83,2.17,NC,1670343418
219,maldonado,-34.6667,-54.9167,307.81,19,0,2.07,UY,1670343418
220,palmerston,-12.486,130.9833,301.14,84,67,2.06,AU,1670343419
221,reo,12.3167,-2.4667,309.1,11,49,6.29,BF,1670343419
222,tura,25.5198,90.2201,289.55,88,0,1.46,IN,1670343420
223,brazzaville,-4.2658,15.2832,300.82,67,83,2.27,CG,1670343233
224,pangody,65.85,74.4859,255.99,98,98,4.44,RU,1670343420
225,sisimiut,66.9395,-53.6735,272.61,93,100,9.8,GL,1670343421
226,cherskiy,68.75,161.3,249.47,98,100,4.3,RU,1670343421
227,mongo,12.1844,18.693,302.57,15,12,3.89,TD,1670343422
228,charleston,32.7766,-79.9309,294.25,88,75,2.57,US,1670343423
229,talnakh,69.4865,88.3972,270.49,96,100,7.33,RU,1670343424
230,vaitape,-16.5167,-151.75,299.35,77,20,7.87,PF,1670343425
231,nyaunglebin,17.95,96.7333,297.28,79,67,1.6,MM,1670343426
232,umba,66.6871,34.3429,269.48,94,100,5.4,RU,1670343426
233,petropavlovsk-kamchatskiy,53.0452,158.6483,264.48,100,75,2.0,RU,1670343427
234,kavieng,-2.5744,150.7967,300.07,80,93,2.31,PG,1670343428
235,acarau,-2.8856,-40.12,304.62,51,4,8.89,BR,1670343428
236,itacarambi,-15.1022,-44.0919,296.13,70,96,1.43,BR,1670343429
237,ardakan,32.31,54.0175,282.91,43,100,3.18,IR,1670343430
238,olafsvik,64.8945,-23.7142,277.28,72,88,5.7,IS,1670343430
239,constitucion,-35.3333,-72.4167,295.04,57,4,6.11,CL,1670343431
240,glendive,47.1053,-104.7125,260.64,79,75,5.66,US,1670343431
241,mersing,2.4312,103.8405,298.1,94,20,2.06,MY,1670343432
242,sebeta,8.9167,38.6167,291.17,38,33,4.19,ET,1670343433
243,naron,43.5167,-8.1528,288.73,82,91,1.56,ES,1670343434
244,kisesa,-3.0833,34.15,295.29,60,96,2.6,TZ,1670343435
245,acapulco,16.8634,-99.8901,300.05,69,0,1.54,MX,1670343349
246,zhuhai,22.2769,113.5678,289.03,82,40,7.72,CN,1670343435
247,nusaybin,37.0778,41.2178,285.41,64,58,0.72,TR,1670343436
248,koosa,58.5255,27.0795,269.23,96,100,3.57,EE,1670343437
249,sinnamary,5.3833,-52.95,301.73,73,39,4.84,GF,1670343437
250,ilulissat,69.2167,-51.1,279.16,52,75,7.2,GL,1670343439
251,sulangan,11.1373,123.7228,300.6,79,89,6.5,PH,1670343440
252,ponta do sol,32.6667,-17.1,293.71,86,98,3.71,PT,1670343440
253,tacoronte,28.4769,-16.4102,291.93,84,75,4.12,ES,1670343441
254,taywarah,33.35,64.4167,273.08,72,7,1.66,AF,1670343442
255,marion,39.7684,-86.1555,281.33,92,100,3.6,US,1670343212
256,hamilton,39.1834,-84.5333,283.7,96,100,3.09,US,1670343442
257,bang mun nak,16.0278,100.3792,296.3,78,13,1.89,TH,1670343443
258,thinadhoo,0.5333,72.9333,301.04,75,99,5.9,MV,1670343443
259,manicore,-5.8092,-61.3003,302.9,70,99,1.7,BR,1670343444
260,souillac,-20.5167,57.5167,298.36,83,75,2.06,MU,1670343445
261,natal,-5.795,-35.2094,304.51,58,40,7.2,BR,1670343445
262,san felipe,10.3399,-68.7425,300.88,46,58,2.42,VE,1670343446
263,bay roberts,47.5999,-53.2648,277.32,96,99,3.58,CA,1670343446
264,winslow,35.0242,-110.6974,281.0,63,91,3.06,US,1670343447
265,college,64.8569,-147.8028,265.63,90,100,0.0,US,1670343447
266,powell river,49.8496,-124.5361,276.03,100,100,1.03,CA,1670343448
267,hofn,64.2539,-15.2082,274.16,63,100,2.51,IS,1670343448
268,bonthe,7.5264,-12.505,302.5,69,47,4.57,SL,1670343449
269,mount isa,-20.7333,139.5,297.02,41,0,1.54,AU,1670343181
270,ancud,-41.8697,-73.8203,288.28,76,90,2.62,CL,1670343449
271,qobustan,40.0824,49.412,277.7,87,100,4.13,AZ,1670343450
272,ha tinh,18.3333,105.9,290.54,87,99,1.99,VN,1670343450
273,martapura,-3.4167,114.85,299.2,94,98,1.54,ID,1670343450
274,clyde river,70.4692,-68.5914,259.44,93,54,2.42,CA,1670343451
275,manoel urbano,-8.8389,-69.2597,308.4,40,76,0.54,BR,1670343451
276,bengkulu,-3.8004,102.2655,297.2,90,100,1.72,ID,1670343452
277,luganville,-15.5333,167.1667,299.23,80,63,1.08,VU,1670343452
278,beringovskiy,63.05,179.3167,262.86,72,66,5.05,RU,1670343452
279,rio de janeiro,-22.9028,-43.2075,300.15,69,100,5.14,BR,1670343453
280,prainha,-1.8,-53.48,303.48,57,100,2.66,BR,1670343453
281,honolulu,21.3069,-157.8583,297.05,88,75,1.34,US,1670343303
282,qasigiannguit,68.8193,-51.1922,279.29,65,100,10.99,GL,1670343454
283,deputatskiy,69.3,139.9,235.18,100,61,1.13,RU,1670343454
284,hastings,50.8552,0.5729,279.15,77,58,5.1,GB,1670343455
285,mahajanga,-15.7167,46.3167,302.16,70,20,2.06,MG,1670343455
286,padang,-0.9492,100.3543,298.18,90,100,2.62,ID,1670343455
287,quincy,42.2529,-71.0023,286.4,76,100,3.6,US,1670343270
288,brasileia,-11.0161,-68.7481,304.4,58,40,1.54,BR,1670343456
289,ust-kuyga,70.0167,135.6,235.07,100,36,0.72,RU,1670343456
290,nganjuk,-7.6051,111.9035,297.31,96,100,1.56,ID,1670343457
291,ankang,32.68,109.0172,279.38,66,2,0.39,CN,1670343457
292,zhanaozen,43.3,52.8,268.16,49,0,2.9,KZ,1670343457
293,samarinda,-0.5,117.15,296.15,97,51,0.33,ID,1670343458
294,port-cartier,50.0334,-66.8654,275.79,96,100,2.88,CA,1670343458
295,tripoli,32.8752,13.1875,294.42,42,41,1.7,LY,1670343459
296,delta del tigre,-34.7633,-56.3853,307.38,24,0,2.57,UY,1670343459
297,bloemfontein,-29.1211,26.214,299.81,8,0,5.69,ZA,1670343459
298,yulara,-25.2406,130.9889,303.01,28,90,8.29,AU,1670343460
299,daru,-9.0763,143.2092,299.26,73,69,4.15,PG,1670343460
300,ligayan,4.6533,119.4706,300.83,77,94,4.58,PH,1670343461
301,lasa,46.6166,10.7002,276.64,70,75,1.79,IT,1670343461
302,lebu,-37.6167,-73.65,291.74,66,4,3.6,CL,1670343461
303,pahalgam,34.0333,75.3333,271.01,51,0,4.59,IN,1670343462
304,adrar,20.5022,-10.0711,303.69,22,0,1.63,MR,1670343462
305,storsteinnes,69.2408,19.2344,272.25,96,100,3.7,NO,1670343463
306,borogontsy,62.6683,131.1683,240.19,100,100,0.82,RU,1670343463
307,hammerfest,70.6634,23.6821,271.4,86,20,1.03,NO,1670343464
308,say,13.1007,2.3689,307.46,10,66,6.79,NE,1670343464
309,maloy,61.9353,5.1136,274.67,64,100,12.73,NO,1670343465
310,hay river,60.8156,-115.7999,240.81,96,22,2.48,CA,1670343172
311,labytnangi,66.6572,66.4183,257.53,85,56,2.67,RU,1670343465
312,san patricio,28.017,-97.5169,297.2,77,51,7.0,US,1670343466
313,marshall,34.3834,-86.3333,292.99,94,100,2.57,US,1670343291
314,khatanga,71.9667,102.5,256.35,95,100,6.55,RU,1670343466
315,lincoln,40.8,-96.667,272.57,70,0,2.06,US,1670343360
316,biu,10.6129,12.1946,303.51,15,40,4.25,NG,1670343467
317,khorinsk,52.1657,109.7726,260.73,80,78,4.91,RU,1670343467
318,blackwater,-23.5833,148.8833,298.13,52,0,1.84,AU,1670343467
319,bilma,18.6853,12.9164,300.37,12,27,2.8,NE,1670343205
320,mercedes,-34.6515,-59.4307,310.29,10,0,2.37,AR,1670343468
321,ixtapa,20.7,-105.2,300.5,83,0,2.57,MX,1670343469
322,ajdabiya,30.7554,20.2263,294.38,27,62,2.5,LY,1670343469
323,nortelandia,-14.4547,-56.8028,303.21,59,100,2.41,BR,1670343470
324,mount gambier,-37.8333,140.7667,281.13,94,17,0.78,AU,1670343470
325,bardsir,29.9227,56.5743,281.87,77,100,3.01,IR,1670343470
326,conneaut,41.9476,-80.5542,280.05,88,100,3.74,US,1670343471
327,avarua,-21.2078,-159.775,298.18,88,75,7.2,CK,1670343329
328,esperance,-33.8667,121.9,288.0,77,31,6.5,AU,1670343472
329,rio cuarto,-33.1307,-64.3499,310.56,23,20,2.57,AR,1670343472
330,khon buri,14.5254,102.2459,293.49,89,68,0.58,TH,1670343473
331,arraial do cabo,-22.9661,-42.0278,300.07,69,75,7.2,BR,1670343473
332,tuatapere,-46.1333,167.6833,276.39,93,5,2.36,NZ,1670343473
333,gamba,-2.65,10.0,296.88,91,100,2.61,GA,1670343474
334,san cristobal,7.7669,-72.225,294.25,88,79,1.13,VE,1670343474
335,popondetta,-8.7537,148.2534,296.14,96,88,1.25,PG,1670343475
336,aranos,-24.1333,19.1167,304.55,4,0,6.21,NA,1670343475
337,vestmannaeyjar,63.4427,-20.2734,274.7,93,100,5.14,IS,1670343476
338,nipawin,53.3668,-104.0009,241.57,94,14,3.06,CA,1670343476
339,lodja,-3.4833,23.4333,296.35,78,95,0.64,CD,1670343477
340,amiens,49.9,2.3,278.7,91,97,1.93,FR,1670343477
341,kalety,50.5627,18.8926,275.97,93,100,6.17,PL,1670343477
342,qarqin,37.4185,66.0436,277.49,59,44,0.61,AF,1670343478
343,eloy,32.7559,-111.5548,289.18,67,71,2.35,US,1670343478
344,benalla,-36.55,145.9833,286.65,64,51,1.49,AU,1670343478
345,tateyama,34.9833,139.8667,283.95,72,56,3.38,JP,1670343479
346,privas,44.5833,4.5,279.39,84,8,2.42,FR,1670343479
347,tevaitoa,-16.7833,-151.5,299.3,76,21,8.11,PF,1670343480
348,quchan,37.106,58.5095,273.85,59,76,1.53,IR,1670343480
349,greenock,55.9484,-4.7612,277.18,61,8,2.27,GB,1670343310
350,delvada,20.7667,71.0333,297.0,58,0,1.57,IN,1670343481
351,sorland,67.667,12.6934,273.07,66,100,11.62,NO,1670343481
352,seguela,7.9611,-6.6731,306.51,31,29,2.69,CI,1670343482
353,vao,-22.6667,167.4833,297.57,88,99,3.01,NC,1670343482
354,longyearbyen,78.2186,15.6401,259.06,61,20,7.72,SJ,1670343483
355,dubno,50.4169,25.7343,271.98,92,100,6.56,UA,1670343484
356,pisco,-13.7,-76.2167,294.83,73,0,5.66,PE,1670343484
357,great yarmouth,52.6083,1.7305,279.29,82,78,6.34,GB,1670343486
358,kasongo-lunda,-6.4667,16.8167,295.81,90,100,0.8,CD,1670343486
359,faya,18.3851,42.4509,289.21,60,0,1.97,SA,1670343487
360,port blair,11.6667,92.75,300.33,84,91,7.1,IN,1670343488
361,yar-sale,66.8333,70.8333,255.48,97,85,3.22,RU,1670343489
362,pak phanang,8.3511,100.202,299.39,85,100,3.76,TH,1670343489
363,fort nelson,58.8053,-122.7002,246.37,88,70,2.23,CA,1670343362
364,dubbo,-32.25,148.6167,283.22,81,81,2.06,AU,1670343216
365,virginia beach,36.8529,-75.978,290.94,86,100,3.6,US,1670343331
366,amudat,1.95,34.95,299.22,39,100,6.57,UG,1670343492
367,hun,29.1268,15.9477,297.08,16,64,3.48,LY,1670343493
368,neath,51.6632,-3.8044,279.22,72,8,2.94,GB,1670343493
369,olimpia,-20.7372,-48.9147,301.06,61,100,4.63,BR,1670343346
370,spassk,52.747,87.7545,256.01,99,98,0.59,RU,1670343495
371,ponferrada,42.5466,-6.5962,286.28,91,73,0.45,ES,1670343496
372,trelew,-43.249,-65.3051,299.62,15,1,6.54,AR,1670343497
373,alyangula,-13.8483,136.4192,301.49,69,79,3.64,AU,1670343497
374,balakhninskiy,58.0106,114.2769,259.68,95,100,3.57,RU,1670343498
375,imeni poliny osipenko,52.4201,136.4853,246.31,100,68,0.9,RU,1670343498
376,ashqelon,31.6693,34.5715,292.09,63,4,1.95,IL,1670343499
377,kalulushi,-12.8378,28.0919,293.3,70,86,2.24,ZM,1670343500
378,ust-ilimsk,58.0006,102.6619,260.36,92,100,5.54,RU,1670343501
379,coahuayana,18.7333,-103.6833,301.9,64,14,0.42,MX,1670343501
380,sitka,57.0531,-135.33,276.09,93,100,2.57,US,1670343502
381,vila,42.0304,-8.1588,282.43,85,99,0.78,PT,1670343504
382,northam,51.0333,-4.2167,278.37,77,25,4.76,GB,1670343505
383,romanovka,51.7443,42.7527,265.06,56,21,2.88,RU,1670343505
384,kachug,53.9606,105.8817,260.34,88,100,2.64,RU,1670343506
385,port hardy,50.6996,-127.4199,276.42,87,100,1.63,CA,1670343362
386,mahanoro,-19.9,48.8,297.72,76,38,2.54,MG,1670343507
387,rudbar,30.15,62.6,285.04,34,8,2.26,AF,1670343507
388,la ronge,55.1001,-105.2842,242.44,95,12,3.82,CA,1670343508
389,semme,46.1963,1.5007,276.38,84,20,2.49,FR,1670343509
390,ostrovnoy,68.0531,39.5131,269.61,86,78,11.08,RU,1670343510
391,bedford,52.1346,-0.4663,278.74,88,20,3.6,GB,1670343396
392,klaebu,63.2976,10.4826,270.28,89,100,4.16,NO,1670343510
393,ternate,0.8,127.4,300.17,76,30,1.0,ID,1670343511
394,severobaykalsk,55.65,109.3167,258.23,77,77,4.23,RU,1670343511
395,cruzeiro do sul,-29.5128,-51.9853,304.55,69,3,1.72,BR,1670343511
396,labuhan,-6.8844,112.2051,300.11,77,100,0.42,ID,1670343512
397,bethel,41.3712,-73.414,285.38,78,100,2.57,US,1670343484
